# AlphaDocs Path Change History
# Fields: date | old_path | new_path | reason
# 2025-08-16: renamed numeric alpha idea files to descriptive theory titles
2025-08-16 | docs/alphadocs/ideas/alpha_7318.md | docs/alphadocs/ideas/heterogeneous-response-sensitivity-threshold-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7368.md | docs/alphadocs/ideas/execution-flow-asymmetry-induced-adaptive-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7415.md | docs/alphadocs/ideas/order-flow-diffusion-boundary-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7469.md | docs/alphadocs/ideas/liquidity-boundary-multi-reflection-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7522.md | docs/alphadocs/ideas/repeated-execution-signal-saturation-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7574.md | docs/alphadocs/ideas/quote-friction-induced-execution-diffusion-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7620.md | docs/alphadocs/ideas/price-sensitivity-threshold-liquidity-boundary-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7672.md | docs/alphadocs/ideas/quote-cycle-distortion-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7721.md | docs/alphadocs/ideas/local-collapse-from-execution-velocity-imbalance-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7775.md | docs/alphadocs/ideas/quote-density-nonlinear-accumulation-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7826.md | docs/alphadocs/ideas/execution-order-dependent-information-lag-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7873.md | docs/alphadocs/ideas/execution-synchronization-induced-tick-echo-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7926.md | docs/alphadocs/ideas/inter-tick-execution-interval-expectation-collapse-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_7976.md | docs/alphadocs/ideas/execution-diffusion-path-distortion-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8028.md | docs/alphadocs/ideas/spatial-intentional-decoupling-execution-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8079.md | docs/alphadocs/ideas/threshold-triggered-response-flow-accumulation-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8133.md | docs/alphadocs/ideas/execution-probability-induced-microstructure-discontinuity-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8187.md | docs/alphadocs/ideas/forecast-disalignment-induced-liquidity-desynchronization-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8241.md | docs/alphadocs/ideas/endogenous-temporal-distortion-from-market-conformity-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8290.md | docs/alphadocs/ideas/residual-execution-sensitivity-and-slippage-nonlinear-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8343.md | docs/alphadocs/ideas/mutual-inhibition-driven-order-collision-diffusion-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8395.md | docs/alphadocs/ideas/asynchronous-liquidity-withdrawal-induced-execution-surge-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8448.md | docs/alphadocs/ideas/spatial-diffusion-asynchrony-response-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8501.md | docs/alphadocs/ideas/impulse-reflection-execution-propagation-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8553.md | docs/alphadocs/ideas/dominant-execution-path-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8605.md | docs/alphadocs/ideas/market-boundary-detection-and-alpha-threshold-reaction-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8657.md | docs/alphadocs/ideas/micro-execution-probability-structure-collapse-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8709.md | docs/alphadocs/ideas/tactical-liquidity-freezing-and-nonlinear-ignition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8760.md | docs/alphadocs/ideas/continuous-order-feedback-induced-execution-amplitude-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8813.md | docs/alphadocs/ideas/tactical-execution-patience-driven-nonlinear-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8866.md | docs/alphadocs/ideas/spontaneous-execution-clustering-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8920.md | docs/alphadocs/ideas/information-search-cost-driven-execution-flow-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_8973.md | docs/alphadocs/ideas/execution-elasticity-and-nonlinear-threshold-diffusion-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9026.md | docs/alphadocs/ideas/micro-price-rigidity-and-nonlinear-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9084.md | docs/alphadocs/ideas/resiliency.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9140.md | docs/alphadocs/ideas/price-impact-accumulation-release-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9198.md | docs/alphadocs/ideas/order-book-discontinuity-driven-price-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9255.md | docs/alphadocs/ideas/dynamic-liquidity-avoidance-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9304.md | docs/alphadocs/ideas/quote-clustering-sparsity-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9355.md | docs/alphadocs/ideas/quote-compression-relaxation-cycle-transition-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9479.md | docs/alphadocs/ideas/latent-liquidity-threshold-reconfiguration-theory.md | rename to descriptive title
2025-08-16 | docs/alphadocs/ideas/alpha_9991.md | docs/alphadocs/ideas/quote-response-lag-induced-critical-transition-theory.md | rename to descriptive title
2025-08-17 | N/A | docs/alphadocs/ideas/information-entropy-liquidity-feedback-theory.md | add new idea
2025-08-17 | N/A | docs/alphadocs/ideas/gpt5pro/quantum-liquidity-echo-theory.md | add gpt5pro idea
2025-08-19 | docs/alphadocs/ideas/alpha-250819.md | docs/alphadocs/ideas/order-book-clustering-collapse-theory.md | rename to descriptive title
